date,co2
19860802,346.6
19860809,346.2
19860816,345.5
19860823,345.6
19860830,345.2
19860906,345.0
19860913,345.3
19860920,344.4
19860927,344.5
19861004,343.9
19861011,344.1
19861018,343.9
19861025,344.5
19861101,345.1
19861108,345.3
19861115,345.6
19861122,345.7
19861129,346.4
19861206,346.9
19861213,346.7
19861220,346.9
19861227,347.0
19870103,347.6
19870110,348.3
19870117,348.2
19870124,347.9
19870131,348.0
19870207,347.9
19870214,348.2
19870221,348.5
19870228,349.4
19870307,348.8
19870314,349.2
19870321,349.7
19870328,350.2
19870404,350.8
19870411,350.2
19870418,351.1
19870425,351.3
19870502,351.4
19870509,352.0
19870516,351.7
19870523,351.9
19870530,351.7
19870606,351.6
19870613,351.1
19870620,351.0
19870627,350.9
19870704,349.7
19870711,349.8
19870718,348.8
19870725,349.5
19870801,349.0
19870808,348.1
19870815,348.6
19870822,348.0
19870829,346.7
19870905,347.0
19870912,346.6
19870919,346.2
19870926,345.8
19871003,345.7
19871010,346.3
19871017,346.5
19871024,346.8
19871031,346.9
19871107,347.3
19871114,347.6
19871121,348.1
19871128,348.7
19871205,348.6
19871212,348.8
19871219,349.1
19871226,349.2
19880102,349.7
19880109,350.2
19880116,350.2
19880123,350.7
19880130,351.2
19880206,351.8
19880213,351.3
19880220,351.5
19880227,352.5
19880305,352.8
19880312,351.8
19880319,351.7
19880326,352.2
19880402,353.1
19880409,353.5
19880416,353.1
19880423,354.0
19880430,354.2
19880507,353.7
19880514,354.3
19880521,354.5
19880528,354.2
19880604,354.1
19880611,354.2
19880618,353.6
19880625,353.1
19880702,353.0
19880709,352.5
19880716,352.6
19880723,351.9
19880730,351.1
19880806,350.9
19880813,350.3
19880820,350.4
19880827,349.6
19880903,349.3
19880910,348.7
19880917,348.9
19880924,348.1
19881001,348.8
19881008,348.8
19881015,348.6
19881022,349.4
19881029,349.2
19881105,349.7
19881112,349.8
19881119,350.1
19881126,350.4
19881203,350.5
19881210,351.0
19881217,351.6
19881224,351.3
19881231,352.4
19890107,352.7
19890114,352.9
19890121,352.5
19890128,353.0
19890204,352.8
19890211,352.6
19890218,353.2
19890225,353.4
19890304,353.1
19890311,353.4
19890318,353.5
19890325,354.4
19890401,354.5
19890408,355.0
19890415,355.4
19890422,356.0
19890429,355.9
19890506,355.3
19890513,355.8
19890520,355.6
19890527,355.7
19890603,355.8
19890610,355.0
19890617,354.8
19890624,354.9
19890701,354.5
19890708,354.7
19890715,353.8
19890722,353.1
19890729,353.2
19890805,352.6
19890812,352.2
19890819,351.1
19890826,350.4
19890902,350.7
19890909,350.2
19890916,349.4
19890923,349.3
19890930,349.7
19891007,349.9
19891014,349.7
19891021,350.2
19891028,350.4
19891104,350.6
19891111,351.2
19891118,351.6
19891125,351.4
19891202,352.0
19891209,352.1
19891216,352.4
19891223,352.5
19891230,353.4
19900106,353.4
19900113,353.5
19900120,353.8
19900127,353.9
19900203,354.1
19900210,355.0
19900217,354.8
19900224,354.7
19900303,355.7
19900310,354.9
19900317,355.8
19900324,355.1
19900331,355.9
19900407,356.1
19900414,355.9
19900421,356.6
19900428,356.1
19900505,357.3
19900512,357.0
19900519,356.9
19900526,357.1
19900602,357.0
19900609,356.6
19900616,355.6
19900623,355.5
19900630,355.7
19900707,355.5
19900714,354.0
19900721,354.5
19900728,354.7
19900804,353.5
19900811,353.2
19900818,352.9
19900825,352.0
19900901,350.9
19900908,350.7
19900915,351.3
19900922,350.9
19900929,350.9
19901006,351.1
19901013,351.0
19901020,351.4
19901027,351.4
19901103,352.1
19901110,352.6
19901117,353.0
19901124,353.1
19901201,353.6
19901208,354.0
19901215,353.8
19901222,354.5
19901229,354.8
19910105,354.2
19910112,354.7
19910119,354.8
19910126,355.0
19910202,355.2
19910209,355.2
19910216,356.4
19910223,355.8
19910302,356.4
19910309,357.2
19910316,357.6
19910323,356.9
19910330,357.9
19910406,358.3
19910413,357.8
19910420,359.1
19910427,359.2
19910504,359.1
19910511,358.9
19910518,360.0
19910525,359.0
19910601,358.5
19910608,358.4
19910615,358.2
19910622,358.1
19910629,357.7
19910706,357.2
19910713,356.5
19910720,355.2
19910727,355.3
19910803,354.8
19910810,354.6
19910817,353.7
19910824,353.0
19910831,353.2
19910907,353.0
19910914,352.1
19910921,351.8
19910928,351.6
19911005,351.7
19911012,352.1
19911019,352.5
19911026,352.7
19911102,353.4
19911109,353.7
19911116,353.5
19911123,353.8
19911130,354.3
19911207,354.5
19911214,354.9
19911221,355.2
19911228,355.5
19920104,355.6
19920111,356.0
19920118,356.1
19920125,355.9
19920201,356.0
19920208,356.7
19920215,357.3
19920222,356.9
